title,bechdel,year
Goodbye Solo,1,2008
Blind Loves,2,2008
Fireproof,2,2008
Gomorra,1,2008
Clash of the Santas,3,2008
"Reader, The",1,2008
Bienvenue chez les Ch&#39;tis,2,2008
Mirrors,1,2008
Die Welle,3,2008
In Bruges,1,2008
Ashes of Time Redux,1,2008
Dim Sum Funeral,3,2008
Fashion,3,2008
"Synecdoche, New York",3,2008
Fly Me to the Moon,0,2008
Bonnie &amp; Clyde vs. Dracula,3,2008
Chi bi (Red Cliff),1,2008
Ghost in the Shell 2.0,3,2008
Kung Fu Panda,3,2008
Yip Man,0,2008
Igor,2,2008
Taken,3,2008
One Million Yen Girl,3,2008
Birdemic,3,2008
Eagle Eye,1,2008
Brideshead Revisited,1,2008
Rachel Getting Married,3,2008
Happy-Go-Lucky,3,2008
Solo Quiero Caminar,3,2008
Doubt,3,2008
"Spirit, The",2,2008
I Can&#39;t Think Straight,3,2008
"Duchess, The",3,2008
"Loss of a Teardrop Diamond, The",3,2008
Deadgirl,0,2008
"Sisterhood of the Traveling Pants 2, The",3,2008
Camino,3,2008
Sut,1,2008
Bolt,3,2008
Disfigured,3,2008
Horton Hears a Who!,1,2008
Merlin,3,2008
Ghost Town,1,2008
"Definitely, Maybe",3,2008
Journey to the Center of the Earth,1,2008
T&ocirc;ky&ocirc; sonata (Tokyo Sonata),1,2008
Indiana Jones and the Kingdom of the Crystal Skull,1,2008
Hamlet 2,3,2008
"Dark Knight, The",3,2008
La belle personne,3,2008
Saw V,3,2008
Franklyn,2,2008
Bedtime Stories,3,2008
WALL-E,1,2008
Killshot,1,2008
Nim&#39;s Island,3,2008
Stargate: The Ark of Truth,3,2008
"Hurt Locker, The",1,2008
Baby Mama,3,2008
Frost/Nixon,1,2008
"Wrestler, The",1,2008
Miss Pettigrew Lives for a Day,3,2008
Passengers,3,2008
While She Was Out,3,2008
I Sell the Dead,1,2008
Wanted,1,2008
Revanche,1,2008
Gran Torino,2,2008
"Patrik, Age 1.5",1,2008
"Ruins, The",3,2008
Martyrs,3,2008
My Only Sunshine,3,2008
Step Up 2: The Streets,3,2008
Treeless Mountain,3,2008
Mannen som elsket Yngve,1,2008
Quarantine,3,2008
Iron Man,2,2008
"House Bunny, The",3,2008
"World is Big and Salvation Lurks Around the Corner, The",1,2008
Defiance,3,2008
Sex and the City,3,2008
God&#39;s Forgotten Town,3,2008
Examined Life,3,2008
Nick and Norah&#39;s Infinite Playlist,3,2008
Wendy and Lucy,3,2008
Inkheart,3,2008
All about women,3,2008
What Doesn&#39;t Kill You,1,2008
"Beaches of Agnes, The",3,2008
Over Her Dead Body,3,2008
Dante 01,3,2008
Miracle at St. Anna,2,2008
Sunshine Cleaning,3,2008
Made of Honor,2,2008
Meet the Spartans,1,2008
"Secret Life of Bees, The",3,2008
Vantage Point,3,2008
27 Dresses,3,2008
Wild Child,3,2008
L&aring;t den r&auml;tte komma in (Let the Right One In),1,2008
Bottle Shock,1,2008
"Sky Crawlers, The",3,2008
Fanboys,0,2008
Phoebe in Wonderland,3,2008
Flash of Genius,1,2008
Last Chance Harvey,3,2008
Mad Money,3,2008
Step Brothers,1,2008
Grizzly Park,3,2008
El regalo,2,2008
Casi divas,3,2008
"Edge of Love, The",3,2008
Deception,1,2008
Meet Dave,1,2008
"Chaser, The",0,2008
Rain,3,2008
Transsiberian,3,2008
Jumper,1,2008
"Boy in the Striped Pajamas, The",3,2008
"Mutant Chronicles, The",1,2008
Ciao,0,2008
Milk,1,2008
Princess: A Modern Fairtyale,3,2008
Three Kingdoms: Resurrection of the Dragon,1,2008
Max Payne,3,2008
Doomsday,3,2008
"Gamers: Dorkness Rising, The",3,2008
"10,000 BC",1,2008
Lake Mungo,1,2008
Seven Pounds,3,2008
35 Shots of Rum,3,2008
Mamma Mia!,3,2008
Three wise men,1,2008
Keith,3,2008
Quantum of Solace,1,2008
Twilight,3,2008
Venkovsky ucitel,1,2008
Sauna,1,2008
Prom Night,3,2008
Bronson,1,2008
Tinker Bell,3,2008
Dead Space: Downfall,2,2008
"Alphabet Killer, The",3,2008
Burn After Reading,1,2008
"Brothers Bloom, The",3,2008
Death Race,1,2008
City of Ember,3,2008
Tropic Thunder,0,2008
"Day the Earth Stood Still, The",3,2008
Lorna&#39;s Silence,3,2008
Marley &amp; Me,2,2008
A Wednesday,1,2008
Zombie Strippers!,3,2008
CJ7 (Changjiang 7 hao),1,2008
Hancock,0,2008
Appaloosa,1,2008
Adulthood,2,2008
Picture This,2,2008
Yes Man,1,2008
Mesrine: Killer Instinct,1,2008
Futurama: Bender&#39;s Game,1,2008
Lion&#39;s Den,3,2008
Were the World Mine,3,2008
I&#39;ve Loved You So Long,3,2008
"Strangers, The",3,2008
Coco avant Chanel,3,2009
Capitalism: A Love Story,1,2009
Hideaway (Le refuge),3,2009
Grey Gardens,3,2009
Lesbian Vampire Killers,3,2009
Everybody&#39;s Fine,2,2009
Tales from the Catholic Church of Elvis!,3,2009
Whatever Works,3,2009
Professor Layton and the Eternal Diva,3,2009
Redline,3,2009
Uncertainty,3,2009
White Material,3,2009
I can do bad all by myself,1,2009
Solomon Kane,3,2009
Sorority Row,3,2009
Serious Moonlight,2,2009
Sherlock Holmes,1,2009
Lebanon,0,2009
My Last Five Girlfriends,3,2009
Queen to Play,3,2009
12 Men of Christmas,3,2009
Splice,3,2009
Tsar,1,2009
[Rec] 2,1,2009
Ju-on: White Ghost,3,2009
Last Train Home,3,2009
Lourdes,3,2009
Fired Up!,1,2009
A Town Called Panic,1,2009
"Secret in Their Eyes, The",1,2009
"Private Lives of Pippa Lee, The",3,2009
Soul Kitchen,1,2009
Monsters vs Aliens,3,2009
Ngai chai dor ching,2,2009
Our Summer in Tehran,3,2009
Big Font. Large Spacing,3,2009
Up,1,2009
"Dancer and the Thief, The",0,2009
Killer Bean Forever,0,2009
All About Steve,3,2009
About Elly,3,2009
Echelon Conspiracy,0,2009
Fantastic Mr. Fox,1,2009
Fast &amp; Furious,1,2009
Avatar,3,2009
Chloe,3,2009
Reservoir Hill,3,2009
Drag Me to Hell,3,2009
"City of Your Final Destination, The",3,2009
Cargo,3,2009
Map of the Sounds of Tokyo,1,2009
Enter the Void,1,2009
Fruit Fly,3,2009
Inglourious Basterds,3,2009
Planet 51,1,2009
In the Electric Mist,2,2009
A Single Man,1,2009
17 Again,3,2009
Exam,3,2009
"Slammin&#39; Salmon, The",3,2009
Mother and Child,3,2009
Love Happens,3,2009
Cherrybomb,1,2009
"My Son, My Son, What Have Ye Done",2,2009
"Messenger, The",1,2009
Breaking Upwards,3,2009
Drool,3,2009
(Untitled),1,2009
Bitch Slap,3,2009
My Bloody Valentine 3D,2,2009
Deadline,3,2009
One Hot Summer,2,2009
"Final Destination, The",3,2009
"Concert, The",2,2009
Dear Lemon Lima,3,2009
X-Men Origins: Wolverine,3,2009
Coco Chanel &amp; Igor Stravinsky,2,2009
Underworld: Rise of the Lycans,1,2009
Madea Goes to Jail,0,2009
Dom zly,1,2009
A Perfect Getaway,3,2009
My Queen Karo,3,2009
Surviving Evil,3,2009
Natale a Beverly Hills,1,2009
A Serious Man,2,2009
Wild About Harry,3,2009
"Boat That Rocked, The",3,2009
Daybreakers,1,2009
Up in the Air,2,2009
"Cry of the Owl, The",0,2009
Mega Shark vs Giant Octopus,0,2009
Heartless,1,2009
"She, a Chinese",2,2009
Gamer,1,2009
Tournament,0,2009
"Disappearance of Alice Creed, The",0,2009
"Lovely Bones, The",3,2009
Valhalla Rising,0,2009
"Boondock Saints II: All Saints Day, The",0,2009
"Time Traveler&#39;s Wife, The",3,2009
G.I. Joe: The Rise of Cobra,1,2009
1,3,2009
An Education,3,2009
And Then Came Lola,3,2009
Adventureland,3,2009
Terminator Salvation,2,2009
Life During Wartime,3,2009
In the Loop,3,2009
Law Abiding Citizen,3,2009
Zombieland,3,2009
Hachi: A Dog&#39;s Tale,1,2009
Wonder Woman,3,2009
"Unborn, The",3,2009
What&#39;s Your Raashee?,2,2009
Modern Family,3,2009
Paa,2,2009
Cooking with Stella,3,2009
My Sister&#39;s Keeper,3,2009
District 9,1,2009
El traspatio (Backyard),3,2009
2012,1,2009
Carriers,3,2009
"Girl Who Kicked the Hornets&#39; Nest, The",3,2009
J&#39;ai tu&eacute; ma m&egrave;re,2,2009
Watchmen,3,2009
OSS 117: Lost in Rio,1,2009
State of Play,3,2009
Astro Boy,3,2009
Triangle,3,2009
David&#39;s Birthday,3,2009
Spring Breakdown,3,2009
TiMER,2,2009
Dead Snow,2,2009
Helen,3,2009
"Box, The",3,2009
New Moon,3,2009
Youth in Revolt,1,2009
Brief Interviews With Hideous Men,0,2009
RoboGeisha,3,2009
"Girl with the Dragon Tattoo, The",3,2009
Where the Wild Things Are,1,2009
Land of the Lost,0,2009
Case 39,3,2009
Mr. Nobody,1,2009
Thick as Thieves,1,2009
Los viajes del viento,1,2009
Not Since You,2,2009
Invictus,1,2009
"Taking of Pelham 123, The",0,2009
Amelia,3,2009
Fish Tank,3,2009
Crossing Over,3,2009
"Informant!, The",1,2009
"Imaginarium of Doctor Parnassus, The",1,2009
Coraline,3,2009
Defendor,1,2009
Harry Brown,1,2009
"Soloist, The",1,2009
Brothers,3,2009
Opie Gets Laid,3,2009
"Maiden Heist, The",0,2009
Ninja Assassin,1,2009
"Ugly Truth, The",2,2009
Infestation,3,2009
"Good Witch&#39;s Garden, The",3,2009
Georgia O&#39;Keeffe,3,2009
Bride Wars,3,2009
Villa Amalia,3,2009
Ju-on: Black Ghost,3,2009
"Secret of Kells, The",0,2009
Headhunter,1,2009
Knowing,1,2009
"Unloved, The",3,2009
Away We Go,3,2009
Orphan,3,2009
"Girl on the Train, The",3,2009
"House of the Devil, The",3,2009
Air Doll,1,2009
"Milk of Sorrow, The",3,2009
"Wild Hunt, The",1,2009
Vampire Girl versus Frankenstein Girl,3,2009
"Hangover, The",1,2009
"Wrong House, The",3,2009
Friday the 13th,2,2009
Lost Persons Area,1,2009
"Girl (Flickan), The",3,2009
Cracks,3,2009
"Assassin Next Door, The",3,2009
Still waiting,3,2009
"Fourth Kind, The",3,2009
Cosmonauta,3,2009
"Maid, The",3,2009
Aliens in the Attic,3,2009
Albino Farm,3,2009
"Last House on the Left, The",3,2009
Year One,3,2009
Brooklyn&#39;s Finest,1,2009
XXXHOLiC: Shunmuki - Kouhen,3,2009
Broken Embraces,3,2009
Children of the Corn,1,2009
Dead Like Me: Life After Death,3,2009
Polytechnique,3,2009
Agora,1,2009
Red Riding: In the Year of Our Lord 1974,1,2009
Bring It On: Fight to the Finish,3,2009
Harry Potter and the Half-Blood Prince,3,2009
Mutants,3,2009
"Hole, The",3,2009
Ajami,2,2009
Surrogates,1,2009
G-Force,1,2009
Hua Mulan,3,2009
Pope Joan,3,2009
Eyes Wide Open,1,2009
Survival of the Dead,1,2009
Ghosted,3,2009
"Girl Who Played with Fire, The",3,2009
"Young Victoria, The",3,2009
Night at the Museum: Battle of the Smithsonian,1,2009
Cloudy with a Chance of Meatballs,1,2009
Frequently Asked Questions About Time Travel,2,2009
Star Trek,3,2009
Veronika Decides to Die,3,2009
Elsewhere,3,2009
Bran Nue Dae,1,2009
I Come with the Rain,0,2009
Antichrist,0,2009
After.Life,1,2009
"Road, The",1,2009
&quot;Chess in Concert&quot;,1,2009
Awaydays,2,2009
"Scouting Book for Boys, The",2,2009
Hannah Free,3,2009
Whiteout,3,2009
"Men Who Stare at Goats, The",0,2009
Finding Bliss,3,2009
"Joneses, The",3,2009
"Girlfriend Experience, The",3,2009
Public Enemies,1,2009
Exit 117,2,2009
Mary and Max,1,2009
Accidents Happen,3,2009
"Proposal, The",2,2009
"Invention of Lying, The",2,2009
Le h&eacute;risson,3,2009
According to Greta,3,2009
A Prophet (Un Prophete),1,2009
Summer Wars,3,2009
44 Inch Chest,1,2009
Julie &amp; Julia,3,2009
Duplicity,2,2009
Technotise - Edit i ja,3,2009
"Princess and the Frog, The",3,2009
"Blind Side, The",2,2009
"Horde, The",0,2009
Precious: Based on the Novel Push by Sapphire,3,2009
Pandorum,1,2009
"Double Hour, The",3,2009
Jaffa,3,2009
Nasty Old People,3,2009
Evangelion: 2.0 You Can (Not) Advance,3,2009
Push,3,2009
Perrier&#39;s Bounty,0,2009
Princess Protection Program,3,2009
Butter bei die Fische,3,2009
(500) Days of Summer,1,2009
Desert Flower,3,2009
Attack on Leningrad,3,2009
Dorian Gray,1,2009
Reykjavik Whale Watching Massacre,3,2009
C Me Dance,3,2009
Chohatsu Daikaiju Gehara,0,2009
Alice,3,2009
Nowhere Boy,3,2009
"Uninvited, The",3,2009
Thirst (Bakjwi),3,2009
Ondine,3,2009
Micmacs (Micmacs &agrave; tire-larigot),3,2009
"Police, Adjective",1,2009
Nine,2,2009
Adam,2,2009
Funny People,1,2009
Dance Subaru,3,2009
Transformers: Revenge of the Fallen,3,2009
Moon,1,2009
Love Takes Wing,3,2009
Cold Souls,1,2009
Suck,1,2009
"Limits of Control, The",1,2009
Cairo Time,3,2009
Il richiamo,3,2009
Vision - Aus dem Leben der Hildegard von Bingen,3,2009
Get Low,1,2009
Undertow,3,2009
London River,3,2009
"I Love You, Man",2,2009
Confessions of a Shopaholic,3,2009
XXXHOLic: Shunmuki - Zenpen,3,2009
Paper Heart,3,2009
"Good Guy, The",3,2009
Futurama: Into the Wild Green Yonder,3,2009
Go get some rosemary,1,2009
I Love You Phillip Morris,1,2009
Blood: The Last Vampire,3,2009
Ice Age: Dawn of the Dinosaurs,1,2009
9,0,2009
Little Girl,3,2009
Humpday,1,2009
Black Dynamite,2,2009
Beeswax,3,2009
"Skeptic, The",1,2009
Yesterday Was a Lie,3,2009
Tinker Bell and the Lost Treasure,3,2009
"Descent: Part 2, The",3,2009
Ink,3,2009
Looking for Eric,1,2009
Taking Woodstock,1,2009
Make the Yuletide Gay,3,2009
Celda 211,0,2009
Scheherazade Tell Me a Story,3,2009
It&#39;s Complicated,3,2009
Fatal Rescue,1,2009
Beautiful Kate,3,2009
Last of the Living,0,2009
Jennifer&#39;s Body,3,2009
Madeo,3,2009
Dogtooth,3,2009
Angels &amp; Demons,0,2009
Armored,0,2009
Nothing Personal,3,2009
Br&uuml;no,0,2009
3 Idiots,1,2009
Dead Hooker in a Trunk,3,2009
"Last Station, The",3,2009
Mystery Team,1,2009
"Human Centipede (First Sequence), The",3,2009
Kaiji: The Ultimate Gambler,0,2009
Storm,3,2009
He&#39;s Just Not That Into You,3,2009
Do Comeco ao Fim,2,2009
Year of the Carnivore,3,2009
El nino pez,3,2009
Bright Star,3,2009
Whip It,3,2009
"Bad Lieutenant: Port of Call - New Orleans, The",3,2009
Twelve Thirty,3,2010
And Soon the Darkness,3,2010
YellowBrickRoad,3,2010
"Crazies, The",3,2010
La tete en friche,1,2010
"Great Vazquez, The",3,2010
Little White Lies,3,2010
30 Days of Night: Dark Days,3,2010
"Killer Inside Me, The",1,2010
Certified Copy,3,2010
Due Date,1,2010
"Clinic, The",3,2010
Cyrus,1,2010
An Invisible Sign,3,2010
"Kids Are All Right, The",3,2010
Sex and the city 2,3,2010
Edge of Darkness,1,2010
"Whistleblower, The",3,2010
Fair Game,3,2010
"Ward, The",3,2010
"Perfect Host, The",2,2010
"Last Song, The",3,2010
"Fanny, Annie &amp; Danny",3,2010
Third Star,1,2010
Boy,1,2010
Chasing Legends,0,2010
Dinner for Schmucks,1,2010
Hot Tub Time Machine,1,2010
Monsters,0,2010
Jucy,3,2010
Halo: Legends,1,2010
18 comidas,2,2010
"Lottery, The",3,2010
Everything Must Go,1,2010
Trigger,3,2010
"Town, The",1,2010
Steam of Life,0,2010
Stonehenge Apocalypse,3,2010
Aftershock,3,2010
Rare Exports,0,2010
Valkaama,2,2010
"Heavy, The",0,2010
Das letzte Schweigen,3,2010
Insidious,3,2010
Letters to Juliet,3,2010
Into Our Own Hands,3,2010
"Tempest, The",3,2010
Jo&#39;s Boy,0,2010
Exit Through the Gift Shop,0,2010
Happythankyoumoreplease,1,2010
127 Hours,3,2010
Los ojos de Julia (Julia&#39;s Eyes),3,2010
Nanny McPhee and the Big Bang,3,2010
"Good Witch&#39;s Gift, The",3,2010
I Am Love,3,2010
"Way Back, The",0,2010
Green Zone,0,2010
I Saw the Devil,1,2010
Chico &amp; Rita,2,2010
Kick-Ass,1,2010
"King&#39;s Speech, The",3,2010
Camp Rock 2: The Final Jam,3,2010
"American, The",1,2010
Inception,3,2010
"Twilight Saga: Eclipse, The",3,2010
&#39;Tamara Drewe&#39;,3,2010
Tucker and Dale vs Evil,3,2010
Dos hermanos,3,2010
Dear John,0,2010
Harry Potter and the Deathly Hallows: Part 1,3,2010
Frozen,1,2010
How to Train Your Dragon,3,2010
Barney&#39;s Version,3,2010
Wild Target,1,2010
Who We Are,1,2010
Viva Riva!,3,2010
Tiny Furniture,3,2010
"Romantics, The",3,2010
"Last Airbender, The",1,2010
Date Night,3,2010
Senna,1,2010
Una hora mas en Canarias,3,2010
Mongolian Death Worm,3,2010
London Boulevard,1,2010
Restrepo,0,2010
Let Me In,1,2010
Secuestrados,3,2010
"Clock, The",3,2010
Of god and men (Des hommes et des dieux),0,2010
West Is West,3,2010
"Chronicles of Narnia: The Voyage of the Dawn Treader, The",3,2010
You Will Meet a Tall Dark Stranger,3,2010
Scooby-Doo! Camp Scare,3,2010
Simple Simon,1,2010
22 Bullets / L&#39;immortel,1,2010
Les emotifs anonymes,3,2010
Submarine,1,2010
Night Catches Us,3,2010
Standing Ovation,3,2010
Never Let Me Go,3,2010
Sasha,1,2010
Animal Kingdom,1,2010
Dylan Dog: Dead of Night,0,2010
Hypothermia,3,2010
Vanishing on 7th Street,1,2010
Life as We Know It,3,2010
Mine vaganti,3,2010
Temple Grandin,3,2010
Despicable Me,3,2010
Cemetery Junction,2,2010
Potiche,3,2010
Submarino,1,2010
"Back-up Plan, The",3,2010
Gunless,2,2010
Resident Evil: Afterlife,3,2010
"Reef, The",1,2010
"Human Resources Manager, The",1,2010
"Sorcerer&#39;s Apprentice, The",1,2010
Step Up 3D,3,2010
Pink Saris,3,2010
"Spy Next Door, The",3,2010
Megamind,0,2010
"Next Three Days, The",3,2010
Barbie in a Mermaid Tale,3,2010
"Accursed, The",2,2010
My Babysitter&#39;s a Vampire,3,2010
Centurion,1,2010
Takers,1,2010
Break Ke Baad,3,2010
Enthiran,3,2010
Book of Eli,3,2010
"Shrine, The",3,2010
Going the Distance,3,2010
Como Esquecer,3,2010
Snabba cash,1,2010
Paranormal Activity 2,3,2010
Grown Ups,3,2010
Basilicata Coast to Coast,3,2010
Leading Ladies,3,2010
Burlesque,3,2010
BearCity,0,2010
Faster,0,2010
"Eat, Pray, Love",3,2010
Rabbit Hole,3,2010
Skyline,3,2010
Robin Hood,3,2010
Small Town Murder Songs,3,2010
When in Rome,3,2010
All About Evil,3,2010
Made In Dagenham,3,2010
Omae Umasou da na,0,2010
Post Mortem,1,2010
Kaboom,3,2010
Cop Out,1,2010
"Hairdresser, The",3,2010
Transfer,3,2010
Justice League: Crisis on Two Earths,1,2010
Rubber,3,2010
Mysteries of Lisbon,3,2010
TrollHunter,1,2010
You Again,3,2010
Tinker Bell and the Great Fairy Rescue,3,2010
Ramayana: The Epic,2,2010
Outside the Law,1,2010
Welcome to the Rileys,3,2010
Peacock,1,2010
Browncoats: Redemption,3,2010
For 80 Days,3,2010
My Soul to Take,3,2010
Pete Smalls Is Dead,1,2010
Predators,0,2010
Get Him To The Greek,1,2010
Norwegian Wood,3,2010
13 Assassins,1,2010
"A-Team, The",0,2010
Love and Other Drugs,2,2010
Clash of the Titans,3,2010
Country Strong,3,2010
Titanic II,3,2010
Scott Pilgrim vs. the World,3,2010
"Conspirator, The",3,2010
Mozart&#39;s Sister,3,2010
Turbulent Skies,3,2010
Skeletons,3,2010
"Client List, The",2,2010
"Switch, The",2,2010
Winter&#39;s Bone,3,2010
"Karate Kid, The",3,2010
Diciotto anni dopo,1,2010
How I ended this summer,0,2010
"Wolfman, The",1,2010
Meek&#39;s Cutoff,2,2010
Predicament,1,2010
"Expendables, The",1,2010
For Colored Girls,3,2010
El dios de madera,3,2010
"Last Exorcism, The",3,2010
Spiderhole,3,2010
"Tomorrow, When the War Began",3,2010
Triple Dog,3,2010
"Trip, The",1,2010
"Other Guys, The",2,2010
"Way, The",0,2010
Tron Legacy,1,2010
Feeding Frenzy,3,2010
"Social Network, The",1,2010
Catfish,0,2010
"Women on the 6th Floor, The",3,2010
Another Year,3,2010
"Disciple, The",2,2010
Alice in Wonderland,3,2010
Incendies,3,2010
Frankie and Alice,3,2010
Iron Man 2,3,2010
Denizen,1,2010
"Runaways, The",3,2010
Don&#39;t Be Afraid of the Dark,3,2010
Batman: Under the Red Hood,1,2010
"Hollywood Complex, The",3,2010
Black Swan,3,2010
Howl,0,2010
"Place in Between, The",3,2010
Une vie de chat,3,2010
Stake Land,1,2010
"Big Tits Dragon, The",3,2010
Confessions (Kokuhaku),3,2010
Somewhere,3,2010
Sound of Noise,0,2010
Charlie St. Cloud,1,2010
Operation: Endgame,3,2010
Jack and the Beanstalk,1,2010
Poetry,3,2010
On Tour,3,2010
Casino Jack,1,2010
Boy Wonder,3,2010
Easy A,3,2010
Secretariat,3,2010
Yu-Gi-Oh! 3D: Bonds Beyond Time,1,2010
Biutiful,1,2010
Devil,3,2010
Elle s&#39;appelait Sarah (Sarah&#39;s key),3,2010
Space Dogs,3,2010
Majorite opprimee,0,2010
Superman/Batman: Apocalypse,3,2010
Oranges and Sunshine,3,2010
Monga,1,2010
Bedevilled,3,2010
Revenge of the Bridesmaids,3,2010
"Amazing Bulk, The",0,2010
"Housemaid, The",3,2010
Daydream Nation,3,2010
"Fighter, The",2,2010
Time Traveller (Toki o Kakeru Shojo),3,2010
Legion,3,2010
Bandage,3,2010
Red: Werewolf Hunter,3,2010
"Experiment, The",0,2010
Conviction,3,2010
Bratz: Pampered Petz,3,2010
"Tourist, The",0,2010
Black Venus,3,2010
Leap Year,3,2010
A Bag of Hammers,3,2010
Abel,3,2010
Hunter Prey,0,2010
Im Schatten,0,2010
Beginners,1,2010
It&#39;s Kind of a Funny Story,1,2010
Arrietty,3,2010
True Grit,3,2010
Womb,3,2010
4.3.2.1,3,2010
"Four-Faced Liar, The",3,2010
"Ghost Writer, The",2,2010
Carancho,3,2010
Shrek Forever After,1,2010
"Extraordinary Adventures of Adele Blanc-Sec, The",3,2010
Toy Story 3,3,2010
Revenge: A Love Story,1,2010
Morning Glory,3,2010
Our Family Wedding,3,2010
Tekken,2,2010
Yogi Bear,0,2010
Machete,3,2010
"Killing Jar, The",3,2010
Just Wright,3,2010
Essential Killing,0,2010
Bal,0,2010
R U There,0,2010
Wrecked,0,2010
Blue Valentine,2,2010
Knight and Day,2,2010
Four Lions,1,2010
Pretty Little Liars,3,2010
Ca$h,0,2010
Please Give,3,2010
Amador,3,2010
Remember Me,3,2010
Surely Someday,1,2010
Shutter Island,1,2010
Love Like Poison,3,2010
Elektra Luxx,3,2010
"Corridor, The",0,2010
A Little Help,3,2010
Ip Man 2,1,2010
Score: A Hockey Musical,2,2010
Bill Cunningham New York,3,2010
Middle Men,1,2010
Repo Men,3,2010
King of Devil&#39;s Island,1,2010
First Night,3,2010
Band Baaja Barat,3,2010
Harriet the Spy: Blog Wars,3,2010
MacGruber,1,2010
I Will Follow,3,2010
Heartbeats,2,2010
We are The Night (Wir sind die Nacht),3,2010
Elena Undone,3,2010
Ramona and Beezus,3,2010
Valentine&#39;s Day,3,2010
Unstoppable,3,2010
Eat Me!,3,2010
Super,1,2010
Prince of Persia: The Sands of Time,0,2010
Food Stamped,3,2010
Wall Street: Money Never Sleeps,3,2010
"Illusionist, The",0,2010
A Marine Story,3,2010
XXXHOLiC: Ro,3,2010
Beyond the Black Rainbow,2,2010
Diary of a Wimpy Kid,3,2010
Gantz,1,2010
"Losers, The",1,2010
16 Wishes,3,2010
Ceremony,2,2010
Greenberg,1,2010
Salt,3,2010
Love in a puff,1,2010
Red,2,2010
"Hunter, The",1,2010
Uncle Boonmee Who Can Recall His Past Lives,3,2010
How Do You Know,3,2010
"Debt, The",3,2010
Flipped,3,2010
Tangled,3,2010
Percy Jackson &amp; the Olympians: The Lightning Thief,3,2010
Room in Rome,3,2010
A Nightmare on Elm Street,3,2010
Going Postal,1,2010
Shelter,3,2010
Detective Dee and the Mystery of the Phantom Flame,3,2010
Buried,1,2010
Jack goes boating,1,2010
Cairo 678,3,2010
Midnight in Paris,3,2011
"Best Exotic Marigold Hotel, The",3,2011
Just Go with It,3,2011
Dorfman in Love,3,2011
Horrible Bosses,3,2011
"Source, The",3,2011
Tomboy,3,2011
Le Havre,3,2011
